activePower,apparentPower,current,harmonic1,harmonic2,harmonic3,harmonic4,harmonic5,harmonic6,harmonic7,harmonic8,harmonic9,phase,reactivePower,voltage
14772,14772,4141,7159,2000,63579,2037,24238,1250,37052,1069,48371,67,89,34830
14783,14784,4143,9485,2315,64235,2652,23528,2390,38525,1709,49802,70,92,34844
14785,14786,4143,10324,1962,62462,3028,26839,1474,36874,819,49026,66,88,34845
14777,14777,4142,8196,2205,62430,2777,26133,424,37728,1050,48892,67,88,34837
14766,14766,4140,5764,1803,61991,2698,26673,428,36819,1302,47908,67,88,34824
14772,14773,4141,6954,2396,63569,2840,25326,1356,37650,1280,49230,69,91,34832
14783,14784,4143,9728,1829,60718,2927,27948,855,37530,985,47848,66,87,34844
14777,14777,4142,7884,2514,62783,2888,26454,1614,38262,710,49658,69,91,34837
14779,14779,4142,8622,1748,61537,3094,26452,657,36814,519,48389,65,86,34839
14778,14778,4142,8566,1906,61627,3214,26392,590,37895,1072,48801,65,85,34838
14767,14767,4141,6060,3339,62872,2401,24748,2686,40169,1351,51332,69,92,34823
14772,14772,4142,7385,2246,60648,3217,27430,838,37713,679,49258,66,87,34828
14758,14758,4139,4118,2214,59523,3410,27618,344,37936,560,48237,65,86,34813
14761,14762,4140,4719,2473,62364,2346,26835,1103,40000,1172,49374,68,91,34817
